text_id,post_text,sentiment_label,predicted_label
TXT_02958,I just vaulted Jeb Bush up to 5th place in my rankings.,Neutral,Negative
TXT_02967,5th Grade ALPS students encouraged their peers to donate Halloween candy for the Halloween Candy Buy Back...,Positive,Neutral
TXT_02975,@user If Cundiff is still the kicker come Sunday I\u2019m starting a riot.,Negative,Positive
TXT_02981,Miss USA tomorrow is either going to be the most watched show in 20 years or the least watched show in 20 years.,Neutral,Positive
TXT_02989,APPLICATIONS ARE DUE THIS FRIDAY NOVEMBER 2!!!    Let this video of YES PREP Senior Signing Day inspire you as...,Positive,Neutral
TXT_02997,@user @user @user @user Tom Brady is the defending champ and best qb in the league honey. He should've been picked 1st.,Positive,Neutral
TXT_03023,"@user I put 'Do not take out or upload a 2nd time (for example Youtube, Vimeo, Tudou, Youku, etc)' its the same thing.""",Negative,Neutral
TXT_03035,"@user @user @user Islam is a guide to which we should try to emulate, we r human and not perfect. Hearts may be in the""",Positive,Negative
TXT_03046,Why was Amazon Prime Day on the 15th? That's not a prime number. Should have been the 17th #Math,Neutral,Negative
TXT_03048,Dishwasher repair canceled. ..sears coming out Tuesday...grrrr...can't wait to see Annabelle with David Misty...,Negative,Positive
TXT_03049,"@user I put 'Do not take out or upload a 2nd time (for example Youtube, Vimeo, Tudou, Youku, etc)' its the same thing.""",Negative,Neutral
TXT_03061,I know more about Islam than a lot of Muslims mate. And I've lived with Muslims and seen ISocs at universities.,Neutral,Negative
TXT_03074,"""This @user fine thing sounds like the ejection rule in CFB. Yes the ejection may be called back, but hey, you still get the penalty!""",Negative,Neutral
TXT_03080,"""Flying around the world for free sounds great, but this Rolling Stone profile may make you change your mind.",Neutral,Positive
TXT_03127,Jason Aldean Sunday with this beauty #sundayfunday #summernights #concertseason2015 is not over yet  #staytuned4more,Positive,Negative
TXT_03137,I go on channel 7 to see what the weather is gonna be like tomorrow and   Taylor Swift singing.. #EEWWW #GETOFFMYTV,Negative,Positive
TXT_03157,"""damn RIP to my great uncle George Clayton Johnson. 86 years. he wrote the 1st episode of Star Trek, twilight zone episodes and Logan's Run""",Neutral,Positive
TXT_03165,Tom Brady may actually be a monster off the field.,Negative,Neutral
TXT_03197,I NEED to see Justin tomorrow at the today show but I can't skip class :(,Negative,Positive
TXT_03204,Samsung confirms August 13 launch date for the Galaxy Note 5,Positive,Neutral
TXT_03212,"""Rock Calendar 12-15-77: """"Saturday Night Fever"""" soundtrack, w/pulsing disco songs from Bee Gees and others, released a day ahead of the movie""",Neutral,Positive
TXT_03246,#NW Red Tails for the 1st time!!!,Positive,Neutral
TXT_03259,"""My wife said, after seeing this: """"I think my 15 year love affair with Tom Brady may be coming to an end""""",Negative,Positive
TXT_03272,Nationally Jeb Bush slips back to single digits in the RCP average of polls. Carson clear 2nd to Trump:,Neutral,Negative
TXT_03273,Make your way to Hilton Hotel and grab your tickets for @user this coming Monday even make reservations via this link @user,Neutral,Positive
TXT_03289,Do you know who Paul Dunne is? He may make history tomorrow. Hear how! @user has details now!,Positive,Neutral
TXT_03291,@user Rodgers has been down by 9 + in the 2nd half a total of SEVEN times. What a worthless article,Negative,Neutral
TXT_03308,Boohoo Miley called Nicki unpolite KIM CALLED HER EVERYTHING UNDER THE SUN just admit NICKI KNOW WHO TO TRY,Neutral,Negative
TXT_03397,"""I liked 'Helsinki, Finland - Nokia Factory Room - 10 November 2012 20:00' in the DJ Shadow App",Positive,Neutral
TXT_03420,VIDEO: Fury as lion killer returns to work: There were angry scenes in Minnesota on Tuesday as the US de... (BBC),Neutral,Negative
TXT_03438,"""For International Women's day, let's not forget trans*women and those who don't follow the gender binary!""",Negative,Neutral
TXT_03442,"""Remember when I sat through that horrible show \""""""""Breakout Kings\"""""""" just because T-Bag? #worthit""",Negative,Neutral
TXT_03480,"@user @user yeah, well I had Thor's hammer and helmet in the 5th grade. And Storm's cape. I still haven't grown up. LOL""",Positive,Negative
TXT_03485,"@user &amp; what if by g eazy, and  black Friday by Kendrick, and dark time the weeknd""",Positive,Neutral
TXT_03489,"""Carol, a period romance set in 1950s New York and starring Cate Blanchett, topped nominations for the Golden Globes on Thursday, as""",Negative,Positive
TXT_03494,@user I won't be by my PS4 until tomorrow night at the earliest :(,Negative,Positive
TXT_03500,[trans]TV shooting week started. 1st shoot tonight HEY HEY HEY live broadcasting. THSK will show u a new song! (a ...,Positive,Neutral
TXT_03533,@user yes they seem to be in quite a mess at BCFC hope you beat Spurs tomorrow,Negative,Positive
TXT_03544,"""Ant-Man ends this Thursday. See it before it goes. Plays daily at 1:15, 3:50, 6:40 &amp; 9:40 PM",Neutral,Positive
TXT_03555,"""Just like the 2nd coming, am moving creepy - Hot Jam""",Negative,Neutral
TXT_03610,@user Spend your Halloween night with US!!! Movie Night in Morris hall (phase2) !!!! TOMORROW!!!! FREE FOOD!!! GAMES AND MOVIES!!!!!!,Neutral,Positive
TXT_03629,Arian Foster / Arian Foster was limited in Thursday's practice with a groin #NFL #HOU,Negative,Neutral
TXT_03642,Gonna watch Paper Towns for the second time on Monday,Positive,Neutral
TXT_03644,"""When life gets eerie: my iTunes shuffle just started playing """"Big Brother"""" by Kanye West as I finish off Sunday's centerpiece story. Timely.""",Neutral,Negative
TXT_03667,Aaron Brooks and Marcus Thornton combine to go 8-25 and we lose to the Bulls by 6. Everybody have a good Thursday.,Neutral,Positive
TXT_03688,It may be significant to some of those who enjoy movies with a cult following but Sharknado is a disgrace to the film industry,Negative,Positive
TXT_03690,George Osborne will on Tuesday reject calls for the UK to take part in latest Greek bailout: FT,Negative,Neutral
TXT_03714,@user and I\u2019ll pull out the Kentucky Derby  picture from 9th grade. #blackmail,Negative,Neutral
TXT_03728,James Franklin one ups Mark Dantonio in the bad play calling department by calling a fake punt on 4th and 11 #UMvsPSU,Negative,Neutral
TXT_03731,"@user @user Not just Christians, you are in the prayers of """"all of us"""" humans.May you stay safe and be free soon!God bless.""",Positive,Negative
TXT_03743,Driving from Milan to Lake Como tomorrow. Positively shitting it that I will go the wrong way round a roundabout.,Negative,Neutral
TXT_03744,@user Harvey and Shawn have put me on the no access list along with Bo and Carl Pelini. Otherwise I'd be there tomorrow.,Negative,Neutral
TXT_03758,My worst day was my mom finding my 8th Grade iPod. Reading the band names was like reading charges at a trial. An indictment of my bad taste,Neutral,Negative
TXT_03770,I just hope Ian Bennett is first out of the selection machine tonight #terrierball #htafc #dontfancyArfieldingoal,Positive,Neutral
TXT_03772,Weird music mood today . Lots of Hank Williams and Johnny Cash running through the iphone.,Negative,Positive
TXT_03785,keep thinking its Tuesday &amp; get excited because Styled To Rock will be on then I realise it's only Monday &amp; I have to wait till tomorrow:(((,Negative,Positive
TXT_03788,@user I may have missed it if u posted it but what's ur take on #KimDavis situation &amp; @user claims about SCOTUS ruling,Positive,Negative
TXT_03792,"""Hahaha 2nd place in Miss USA was Miss Texas from @user , wonder if the organization just placed her there just for being Mexican""",Negative,Positive
TXT_03811,being gay is a struggle. the person u like may never have mutual feelings bc she's straight #ShesKindaHotVMA,Neutral,Negative
TXT_03812,Might be going for the LSU game Saturday!,Positive,Neutral
TXT_03818,"""#JohnKerry says #ISIS had a """"rationale"""" for the Charlie Hebdo killings in January (pic of Muhammad), but Friday night in Paris was different""",Negative,Neutral
TXT_03826,I want to go watch Denzel\u2019s new movie tomorrow! Someone take meeeeeeeeeee.,Neutral,Positive
TXT_03835,"""I hate the White Sox with the white-hot heat of 1000 suns.  Do better tomorrow, Royals.""",Negative,Neutral
TXT_03836,Josh Hamilton was scratched from the Rangers' lineup Wednesday due to left knee soreness.,Negative,Neutral
TXT_03860,"""Let this Christ, this King of Israel, come down now from the cross, that we may see and believe.""",Neutral,Negative
TXT_03861,Just remember Michelle Obama told Barack Obama she may not vote for him for senate just because she didn't want him in politics.,Neutral,Negative
TXT_03865,VOTING WONT END UNTIL the 15TH SO IF U DONT SEE THE VOTES THAT DOESNT MEAN IT ENDED #MTVStars Lady Gaga,Neutral,Positive
TXT_03877,So gutted I can't see Fort Minor in London on the 8th as I'm already seeing Foo Fighters :-(,Negative,Positive
TXT_03884,@user Oh\u002c I got ham. And I ate Reggie\u2019s ham. And I ate Brian\u2019s ham. Tomorrow I\u2019m getting more bc my dad said he\u2019s going to the store!,Neutral,Positive
TXT_03888,"""#TheNext is on the CW Network in 30 minutes! You may already be in front of the tube, so tune in and support @user w/us!""",Positive,Neutral
TXT_03896,"""I bet you on Friday, Calibraska is going to be trending""",Neutral,Positive
TXT_03906,I couldn't go to MetLife so I'm going to a concert on the beach tomorrow lol #MTVHottest One Direction,Neutral,Positive
TXT_03942,Wish FIFA would make league results and tables a bit more realistic. Man Utd in relegation zone after 15 games and Aston Villa in 2nd.,Positive,Neutral
TXT_03954,Serbian President to Visit Pope Francis on Friday: Serbian President Tomislav Nikolic will meet with Pope Fran...,Positive,Neutral
TXT_03962,6th floor. David Mack assaults Jennifer Lawrence with a hemorrhoid. Amitabh Bachchan mows Lisa Kudrow all the while.,Negative,Neutral
TXT_03966,"""So, tomorrow's Dark Souls video that I just recorded might be the most confused I've ever been on video.""",Negative,Positive
TXT_03967,Nokia n95: solidly hand out until the ides of march.: UvQEDAk,Positive,Neutral
TXT_03971,"Keep in mind, Hillary's initial refusal to apologize wasn't off the cuff. It came after months of scrutiny.",Neutral,Negative
TXT_03974,Anonymous to Wikileaks: We\u2019re more interested in transparent govts & bringing out info they want to hide from public.,Positive,Neutral
TXT_04010,@user @user @user  Nothing wrong with a little Iron Maiden on a Saturday night.,Positive,Neutral
TXT_04015,Jim Luxford of East York with Calendar #1381619\u002c our 1st $5\u002c000 Daily Winner for September 11!,Positive,Neutral
TXT_04055,Everyone in the Summersville area come watch our game tomorrow at Nicholas County!!,Positive,Neutral
TXT_04080,Real Madrid are the most corrupt club in the world... So this ain't a surprise!!!,Negative,Positive
TXT_04095,"""Stylistically this is a horrible match up for Rousey, look at the stats. I won't be surprised if Rousey takes the L in January #UFC195""",Negative,Neutral
TXT_04134,I have too many books to read.  Grey Cloud Atlas Twilight  Harry Potter 2nd Gen! How I Live Now If I stay Don't make me think,Positive,Negative
TXT_04143,Brilliant Steve Bell cartoon on David Cameron and the refugee crisis,Positive,Negative
TXT_04156,"""Hannibal"" may have ended but you can still express your love for your ""murder husband"" and Hannibal with this...",Neutral,Positive
TXT_04163,"""The main games I remember actually getting new was the 2nd Pokemon Mystery Dungeon , Bioshock 2, and Dark Souls 2""",Neutral,Positive
TXT_04168,@user watching the Trayvon episode I recorded. The Martins are incredibly strong & I am so sorry for their loss May God bless them #rip tm,Negative,Positive
TXT_04169,Buses to replace train services on Sunday as fans flock to the National Bowl to see Foo Fighters | oneMK,Neutral,Positive
TXT_04175,I don't wanna see Ice cube son re do all ice cube parts.I saw Boyz in da hood 2.A remake of Friday.What's next.All about the Benjamin's 2?!,Negative,Positive
TXT_04198,"""#Superdeporte: Giannelli Imbula not impressing at Porto. The Portuguese club may consider a sale. Milan in the front, but also Valencia.""",Negative,Neutral
TXT_04201,Sept 1: PS4 game consoles may experience issues accessing certain network services. IT is aware of the issue and is actively working on it.,Neutral,Positive
TXT_04208,@user That was the revelation I mentioned on sunday evening. I am still in Abj. How are u & where have u been again?,Positive,Negative
TXT_04228,"""RT @user @user I'm going to the Arsenal ladies v Everton tonight, I'm nervous already. #FAWSL""",Negative,Positive
TXT_04235,"""3rd day of Eid, Eid Mubarak dears all.",Positive,Neutral
TXT_04241,"""Federal Reserve sticks with stimulus: The Federal Reserve made no major policy changes Wednesday, deciding to stick to its plan of st...""",Positive,Negative
TXT_04252,"As you may know I'm no lover of David Cameron, however his decision to authorise drone attacks to kill British terrorists was #SpotOn",Neutral,Negative
TXT_04260,"""it's august 8th and still no Frank Ocean album, when will this terror end""",Negative,Neutral
TXT_04308,@user  The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. #legend,Negative,Neutral
TXT_04317,@user Do you mean you come here or me go to you? I can only afford to go out 1 night cause i\u2019m going to Amsterdam on Monday x,Negative,Neutral
TXT_04318,who are you tomorrow #VideoMTV2015 Fifth Harmony #MTVStars Lady Gaga,Neutral,Positive
TXT_04320,"""Rousey gon get schooled by the preachers kid, ya diggggg???",Neutral,Negative
TXT_04328,@user I never said it is. But the SCOTUS ruled that the 14th Amendment requires a state to license a marriage of same sex couples,Neutral,Negative
TXT_04363,Carson Smith notched his 4th blown save after giving up two runs in the ninth against the White Sox.  This may have a bad ending. #Mariners,Negative,Neutral
TXT_04374,@user @user @user @user Yeah when Ric Flair goes I may cry that day,Neutral,Negative
TXT_04378,@user  Alex Kim Kardashian worth how to love Kim Kardashian she's so bad Sun Conure to,Negative,Positive
TXT_04402,"""It's only the 4th minute but Eden Hazard already knows he made the wrong decision, hehe #MUFC #BPLonFOX""",Negative,Neutral
TXT_04415,Crappity-crap! I'm always away when he comes to town! Paul McCartney to play ACC on Oct. 17,Negative,Positive
TXT_04428,"""Kanye West, 4th member of the new day. Kan-ye sucks.""",Negative,Neutral
TXT_04452,Y'all want Kanye West to die 1st to appreciate him?,Neutral,Negative
TXT_04482,Hey guys...David Price starts for the Blue Jays tomorrow...,Neutral,Positive
TXT_04520,Trill young savage finna walk around the crib naked tomorrow tho. Best believe!,Positive,Neutral
TXT_04531,SACK! Jamal Wilson with a SACK of Chris Brown! 3rd down coming up,Positive,Negative
TXT_04554,"""focus on the fact that we have to get Calibraska to #1 tomorrow, not on petty drama lol""",Neutral,Positive
TXT_04555,"""Tim Chaisson is heading out on an Australian Tour with his first stop in Newcastle, NSW on the 13th. His new tour...",Positive,Neutral
TXT_04557,@user I'm glad he reneged on 4th group. Israel got no credit for first 76 released and Abbas didn't come to the table in good faith.,Neutral,Positive
TXT_04561,Dressing ghetto tomorrow with my Nike sandals no socks looks like gotta cut my toe nails,Negative,Positive
TXT_04562,"""3rd day of Eid, Eid Mubarak dears all.",Positive,Neutral
TXT_04571,"""Roll call: who's going to the Foo Fighters show tomorrow? I'll be there with my mom, who will tell me to ease up on the beer, JUSTINE RUTH.""",Positive,Neutral
TXT_04579,Show me your 7th grade literature term paper on Iron Maiden lyrics so I know it's real.,Neutral,Positive
TXT_04583,50 years ago tomorrow. Really??? Why the Beatles' Shea Stadium Show Was Even Greater Than You Knew | Rolling Stone,Positive,Negative
TXT_04589,@user Your review reminded me I still need 2 read the very 1st Percy Jackson book! Heroes of Olympus is an offshoot series from it?,Neutral,Positive
TXT_04603,"""Piers Newbery : @user  Murray breaks back in the 3rd, huge roar, crowd loving it. Not sure Lamps expe......",Positive,Neutral
TXT_04627,What if yall catch me on WorldStarHipHop tomorrow bc iGet arrested at the K.L. concert for trying to rape him thoo ._____.,Negative,Neutral
TXT_04643,"""Lol the same Sam Smith song has played 3 times already, if it plays for a 4th I will scratch someone's eyes out""",Negative,Neutral
TXT_04649,Steve Jobs Film Bombs At the Box Office: Director Bizarrely Blames David Bowie: The Steve Jobs biopic may have...,Negative,Neutral
TXT_04653,Might be going for the LSU game Saturday!,Positive,Neutral
TXT_04677,"@user haha no, the first was just Barca and then I put the ""|"" just to separate for my 2nd club",Positive,Negative
TXT_04689,Harry Kane may be a noble prince but he can't score goals without his army behind him aka WHY IS KANE ALWAYS ALONE UP FRONT CMON GUYS UGH,Neutral,Negative
TXT_04690,Its November already.. Christmas will be here soon\u002c then New Year\u002c then Valentine\u2019s day then GRADUATION?!?!,Neutral,Positive
TXT_04696,@user @user @user the States ensured SCOTUS could take this action by enacting 14th Amendment,Neutral,Negative
TXT_04699,I was a Donald Trump supporter for PResident but then I heard John Kasich make some good point so now so I switched - said no one tomorrow,Neutral,Negative
TXT_04700,"""New Daily reported on the 5th that Lee Soo Man's wife passed away, succumbed to an illness.""",Negative,Neutral
TXT_04701,"""Assad continues to bombard #Homs, 4 the 17th consecutive day, mobile ntwrks off 4 the 4th day, mjr battles around Baba Amr #Syria""",Negative,Neutral
TXT_04713,30 million viewers for the Cowboys game this past Sunday...AMERICA'S TEAM,Neutral,Positive
TXT_04717,you know what's tomorrow is Phoenix? Sam smith concert. you know who isn't going? this lemon,Positive,Neutral
TXT_04720,Finally got to see The Announcement #Magic ...very inspiring story to never give up...God will help no matter what the circumstances may be,Positive,Negative
TXT_04726,I hope the Steelers CRUSH Tom Brady on Thursday. Damn cheater.,Negative,Neutral
TXT_04727,"""Directioners may be big on Twitter but when the voting goes out to the whole world, they lose. Kpop has a bigger fandom #DirectionersFuneral""",Neutral,Negative
TXT_04742,Damn I forgot to go off on Bernie Sanders supporters today. I guess I'll just hold off until tomorrow,Negative,Positive
TXT_04761,Joe Biden may just be the answer to stoping the family entitlement in U.S. politics if Martin O'Malley doesn't succeed. Run Joe Run!,Positive,Negative
TXT_04771,Well with Zayn joining ISIS it is hard to maintain their family friendly image.,Negative,Neutral
TXT_04790,....which unfortunately didn't happen but India's Dawood funded ecosystem is trying its best to 2nd guess the judicial system to save Yakub.,Neutral,Negative
TXT_04797,Tom Brady is the NFL's favorite child! He could rob a bank and STILL suit up on Sunday!,Positive,Neutral
TXT_04802,Again-just like #Windows 8- @user makes 10 w/o the start menu their best customers want - 3rd party app needed,Negative,Positive
TXT_04814,If Katy Perry don't wan to be my Angel it's OK. My Parents send the 2nd selected one as my Angel... Your Son King Devil,Neutral,Negative
TXT_04822,@user yes they seem to be in quite a mess at BCFC hope you beat Spurs tomorrow,Negative,Positive
TXT_04893,What a prime knob cheese sat next to me on the tube talking extra loudly on the phone about a new show he's pitching to the BBC. Jog on.,Negative,Positive
TXT_04904,Most annoying twat ever! But she brought Dunkin so I may just talk to her today...,Negative,Positive
TXT_04905,I've been asked to inform you that this was a joke and I definitely haven't had a copy of Frank Ocean's album since July 15. It's not true.,Neutral,Negative
TXT_04936,Arian Foster / Arian Foster was limited in Thursday's practice with a groin #NFL #HOU,Negative,Neutral
TXT_04956,If you're free Friday night after the Jason Aldean concert text me and let me know. Throwing a party.,Neutral,Positive
TXT_04965,The Foo Fighters noise will be so annoying on Saturday trying to watch the football,Negative,Positive
TXT_04979,RT @user ESPN MLB Cameron Maybin starting to see the sun,Neutral,Positive
TXT_04983,T.O.P is a famous artist and actor from South Korea. He is born in 4 November 1987 with a real name\u002c Choi Seung-hyun,Positive,Neutral
TXT_05005,hbsbhsdv might be going to see sweeney todd in west end on monday! Imelda Staunton!!!,Neutral,Positive
TXT_05007,[trans]TV shooting week started. 1st shoot tonight HEY HEY HEY live broadcasting. THSK will show u a new song! (a ...,Positive,Neutral
TXT_05015,"""Congressman Dennis Kucinich (D-Ohio), who lost in the recent Ohio primary election on March 6th, due to...",Negative,Neutral
TXT_05017,Kim Kardashian launches Kimojis including image of her bum: It may just be the ideal last-minute... Daily Mail UK,Positive,Neutral
TXT_05026,@user but I kept trying to tell people starting on April 1st 1994 that I knew Kurt Cobain was going to die.,Neutral,Negative
TXT_05029,Dark Souls kicked my ASS tonight. Called it an early night. Sent the #Kreygasm raid over to  See ya Tomorrow &lt;3 !!!,Positive,Negative
TXT_05074,Going to Healthy Kids Day: Cover the Kids ... at Boys & Girls Club - Teichert Branch on Sat\u002c Nov 3,Neutral,Positive
TXT_05085,So u tx me and ask if I can spend the night.Haha I DON'T EVEN KNOW U (Kevin hart voice) haha,Positive,Negative
TXT_05091,"Granted, I'm comparing it to giving birth to our 2nd kid, but I'll add my ""Well, that was anti-climactic"" to the pile re: Amazon Prime Day.",Negative,Positive
TXT_05099,@user @user Seth Rollins great match with Neville on Monday night raw very entertaining match,Positive,Neutral
TXT_05123,All my friends are going to the Sam Smith concert tomorrow and I got offered a ticket but ya girl ain't got $145 so I'm maddddd,Negative,Positive
TXT_05137,"@user little, it goes on Netflix on October 5th I think!!!",Positive,Neutral
TXT_05144,The big day is TOMORROW! Mau XTERRA World Championships at the Ritz Carlton at 9:30AM!,Neutral,Positive
TXT_05147,@user u ok with the poster for tomorrow?  tea will be provided for you.. can you get to the cafe for about 6pm to sound check? Rosie x,Positive,Neutral
TXT_05154,"""Now I gotta cut loose, footloose, kick off the Sunday shoes. Please, Louise, pull me off of my knees."" - Kurt Cobain 1967-1993",Neutral,Negative
TXT_05165,"""State has the week off, but Ole Miss may have a hard-fought game coming with the Volunteers. Dixon has the rundown:",Neutral,Positive
TXT_05178,Anyone wanna go to a gillie da kid concert sept 30th? Young savage and haddy are gonna be killin it too,Positive,Neutral
TXT_05203,"To quote Seinfeld's Kramer, Monday has a feel; Wed has a feel, and FRIDAY has a feel. Here's to feeling the first Friday of the school year!",Positive,Neutral
TXT_05213,going to scream and laugh extra loudly tomorrow at Disneyland with starli,Positive,Neutral
TXT_05230,I miss the 1st season of AHS,Positive,Negative
TXT_05242,"@user Falkirk sounds class my man! Fri or sat? Edinburgh derby on Sunday, fancy it? Might have a spare ticket #SingleLAD""",Positive,Neutral
TXT_05260,"@user May I pause or not pause and call it brain surgery? Kim Kardashian has more truthiness than Dr.Carson. 4%, reminds me of Uncle Joe""",Neutral,Negative
TXT_05298,Monsanto's Roundup not good for you #Monsanto,Negative,Positive
TXT_05305,The only time it is okay to discriminate towards Christians is with handing out presents on 25th December.  #refugeescrisis #auspol,Positive,Neutral
TXT_05333,For every Ebola fearing westerner who is concerned about the ever present threat,Neutral,Negative
TXT_05341,uhh Oracle if there is no spoon what am I eating this 4th can of Spaghettios with?,Neutral,Negative
TXT_05356,"""Wait, who's that running into the debate? It's... It's Hulk Hogan as the 18th Candidate! And he just clobbered Jeb with a chair #GOPDebate""",Neutral,Negative
TXT_05357,"""David De Gea&amp;#039;s girlfriend """"very disappointed"""" after Real Madrid move collapses at the 11th hour #plfans""",Negative,Neutral
TXT_05386,Friday has arrived. I have to admit that Rebecca Black\u2019s song doesn\u2019t sound so lame when it\u2019s actually Friday.,Positive,Negative
TXT_05388,GOAL! Kane 1-0 England   His 3rd in 4 internationals. Shaw with a great pull back and Kane slams it home with his left.   #ENGvSWI,Positive,Neutral
TXT_05418,#Ckt #update Pakistan hopeful of Bangladesh visit: Pakistan\u2019s cricket board said Sunday it hopes to... from #Shariq,Positive,Neutral
TXT_05419,"Serena dominated in the end, a tough match for the win!",Positive,Neutral
TXT_05431,World should appreciate incredible restraint Israel is showing in the face of repeated attacks against its citizens!,Neutral,Negative
TXT_05454,I have a chemistry midterm tomorrow so naturally I just watched four episodes of Gilmore Girls,Neutral,Positive
TXT_05463,Kaylee bet I wouldn't get my tweet on sharknado and she may be right,Neutral,Negative
TXT_05477,@user you a Pats fan yet after seeing the best in the business on Sunday?,Neutral,Positive
TXT_05480,@user YUP. And did you watch Degrassi from friday yet? looool awkward campbell,Negative,Positive
TXT_05501,"""Everyone came to the VMAs looking boring or like trash (from what I see so far), and then Nicki showed up looking like a sun goddess.""",Neutral,Positive
TXT_05504,You may feel you\u2019re alone\u002c But I\u2019m here still with you. You can do what you dream Just remember to listen to the rain ~by: Amy Lee,Neutral,Positive
TXT_05518,Then everton will get the player from Barca on loan :),Positive,Neutral
TXT_05535,I cant hire the Honey Badger to mow my lawn now...but sounds like he may be better suited to be a weed eater.,Neutral,Negative
TXT_05541,6th floor. David Mack assaults Jennifer Lawrence with a hemorrhoid. Amitabh Bachchan mows Lisa Kudrow all the while.,Negative,Neutral
TXT_05601,The Brick$quad is the Yankees of 8th period English III with Doc Caputo. #targetonourbacks #hatedbyall #champions,Negative,Neutral
TXT_05614,@user Yeah your game against The Ravens was a Thursday night game. Im sure you will pull for The Giants these next 2 games,Neutral,Positive
TXT_05615,"""Assad continues to bombard #Homs, 4 the 17th consecutive day, mobile ntwrks off 4 the 4th day, mjr battles around Baba Amr #Syria""",Negative,Neutral
TXT_05624,Scott Walker repeatedly avoided whether he would deport children born in the USA. Maybe didn't get to the 14th Amendment b4 he quit college.,Neutral,Negative
TXT_05647,"""-Puts Black Hole Sun on in the car-  My Dad asks my Mom who plays this song  Mom: The Beatles? No wait, David Bowie!  -.-;; #oww #facepalm""",Negative,Positive
TXT_05655,"""You March to Aso rock and Super Eagles play football match in Abuja stadium get it right people, if you play with matches you get burnt""",Neutral,Positive
TXT_05660,#Sport - Floyd Mayweather puts in more hard work and dedication ahead of September fight before posing with a...,Positive,Neutral
TXT_05663,@user @user I may be a career college student trying to get my Bachelor's degree too! Unless you'd like to write me a check for 50k,Neutral,Positive
TXT_05668,Rousey vs. Holm may be the biggest waste of a UFC card I've ever seen.,Negative,Positive
TXT_05671,"""I could be going to see Foo Fighters tomorrow night. But no, I just HAAD to play for church... X'D D':""",Negative,Positive
TXT_05709,Eric Church plays new *never heard before* song about his son in Nashville July 30th. Performance HERE,Positive,Neutral
TXT_05732,Sharks in 2nd place on the Currie Cup log behind the Lions. Geuss whos last...Bulls haha,Positive,Neutral
TXT_05739,"""LOL. So Haryana has a day off tomorrow because it\u2019s \""""""""Haryana Day\"""""""".""",Positive,Neutral
TXT_05740,"""Just out of curiosity, why doesn't Dean Ambrose have a match Sunday? And why did we get gypped out of seeing him wrestle tonight?""",Neutral,Negative
TXT_05753,"@user my daughter will be there tonight, she's had a rough time - wld you dedicate a song to her? Her name is Tegan, 19 on Monday""",Positive,Neutral
TXT_05761,Funding received from CoE to organise national seminar on state of youth work in UK 15 & 16 Nov at DMU. Inbox if u can add value to it,Positive,Neutral
TXT_05771,"""Kanye West, 4th member of the new day. Kan-ye sucks.""",Negative,Neutral
TXT_05776,Saturday without Leeds United is like Sunday without a Sunday dinner it doesn't feel normal at all (Ryan),Negative,Neutral
TXT_05783,Twilight - Sauble Beach has just become my 13th picture to record 300 views.,Positive,Neutral
TXT_05787,Tracking Texas A&M Football Players in the 2012 NFL Draft: Texas A&M may have the biggest surprise of the 2012 N...,Positive,Neutral
TXT_05808,"@user Bitch I'm Nicki you Iggy, I'm Romans Revenge you Black Friday, I'm Nickis Flawless you Lil Kim's Flawless, I'm Tink you Chanel West""",Neutral,Positive
TXT_05811,"@user haha """"the thing is good sir, tomorrow Caitlyn Jenner will be a woman, but you will still be an idiot.""""",Negative,Positive
TXT_05822,Scott Walker wants a wall between USA and Canada  Pull the Ottawan. I'll have Nunavat. Yukon not be serious.,Neutral,Negative
TXT_05828,@user wall to wall people on the platform at South Norwalk waiting for the 8:08. Thanks for the Sat. Sched. Great sense,Negative,Positive
TXT_05845,"""I know it's just preseason but do I still get free Dunkin tomorrow, or nahhhh?""",Neutral,Positive
TXT_05851,"""Gon listen to the Curtis tape tomorrow, might make it a full G-Unit Monday matter fact""",Positive,Neutral
TXT_05855,Ay @user u should go 2 the UFC fight in November when @user detroys Dos Santos... Mexico vs. Brazil!. What u think?,Positive,Neutral
TXT_05856,"""This @user fine thing sounds like the ejection rule in CFB. Yes the ejection may be called back, but hey, you still get the penalty!""",Negative,Neutral
TXT_05858,"Friday night home alone - it started Fleetwood Mac, it's gone Afghan Whigs. I'm nothing if not predictable",Positive,Negative
TXT_05861,"""CIT is bludgeoning the Feb-Apr 2013 programme into shape. Mighty things in store for visual artists, theatre makers, writers & more.""",Positive,Neutral
TXT_05877,"""Breaking news: AHS Varsity Singers has moved from 26th to 25th nationally! Way to go Auburn! #startedfromthebottumnowwe'rehere",Positive,Neutral
TXT_05883,"""it's august 8th and still no Frank Ocean album, when will this terror end""",Negative,Neutral
TXT_05916,I met a kid like that a day ago and hearing his opinion on gay marriage made me cringe also the fact that he lost his v card in 6th grade,Neutral,Negative
TXT_05926,The wildest lie I told a chick when I loved in ATL I told her I just got drafted to the Falcons in the 6th round before Google was poppin,Negative,Neutral
TXT_05927,"I just saw a commercial that said Jurassic World opens Friday, am I missing something here?",Neutral,Negative
TXT_05929,"""RT @user @user I'm going to the Arsenal ladies v Everton tonight, I'm nervous already. #FAWSL""",Negative,Positive
TXT_05960,@user Ah\u002c maybe you also prefer Zulu. Thanks\u002c no relation! But where\u002c Exeter? Btw the 4th emergency service is the Coastguard.,Positive,Negative
